ASX listed companies as at Mon Feb 08 15:04:57 EST 2010

Company name,ASX code,GICS industry group
"RMG LIMITED",RMG,"Materials"
"RNY PROPERTY TRUST",RNY,"Real Estate"
"ROBE AUSTRALIA LIMITED",ROB,"Diversified Financials"
"ROBUST RESOURCES LIMITED",ROL,"Materials"
"ROC OIL COMPANY LIMITED",ROC,"Energy"
"ROCK BUILDING SOCIETY LIMITED (THE)",ROK,"Banks"
"ROCKLANDS RICHFIELD LIMITED",RCI,"Energy"
"ROCKSTEAD FINANCIAL SERVICES LIMITED",RKS,"Diversified Financials"
"ROSS HUMAN DIRECTIONS LIMITED",RHD,"Commercial & Professional Services"
"ROX RESOURCES LIMITED",RXL,"Materials"
"ROYAL RESOURCES LIMITED",ROY,"Materials"
"ROYALCO RESOURCES LIMITED",RCO,"Materials"
"RP DATA LTD",RPX,"Software & Services"
"RTL CORPORATION LIMITED",RTL,"Capital Goods"
"RUBIANNA RESOURCES LIMITED",RRE,"Materials"
"RUBICON RESOURCES LIMITED",RBR,"Materials"
"RUBICOR GROUP LIMITED",RUB,"Commercial & Professional Services"
"RUBIK FINANCIAL LIMITED",RFL,"Software & Services"
"RUM JUNGLE URANIUM LIMITED",RUM,"Energy"
"RUN CORP LIMITED",RNC,"Real Estate"
"RUNGE LIMITED",RUL,"Commercial & Professional Services"
"RURALAUS INVESTMENTS LIMITED",RUR,"Materials"
"RURALCO HOLDINGS LIMITED",RHL,"Retailing"
"RUSINA MINING NL",RML,"Materials"
"SABINA CORPORATION LIMITED",SAP,"Real Estate"
"SABRE RESOURCES LIMITED",SBR,"Materials"
"SAFEROADS HOLDINGS LIMITED",SRH,"Capital Goods"
"SAFETY MEDICAL PRODUCTS LIMITED",SFP,"Health Care Equipment & Services"
"SAI GLOBAL LIMITED",SAI,"Commercial & Professional Services"
"SAINT ISTVAN GOLD LIMITED",SVG,"Technology Hardware & Equipment"
"SALMAT LIMITED",SLM,"Commercial & Professional Services"
"SAMSON OIL & GAS LIMITED",SSN,"Energy"
"SANDFIRE RESOURCES NL",SFR,"Materials"
"SANTANDER INTERNATIONAL DEBT S.A.UNIPERSONAL",SDB,"GICS Sector Code Not Applicable"
"SANTOS LIMITED",STO,"Energy"
"SARACEN MINERAL HOLDINGS LIMITED",SAR,"Materials"
"SAUNDERS INTERNATIONAL LIMITED",SND,"Capital Goods"
"SAVCOR GROUP LIMITED",SAV,"Capital Goods"
"SCANDINAVIAN RESOURCES LIMITED",SCR,"Classification Pending"
"SCANTECH LIMITED",SCD,"Technology Hardware & Equipment"
"SCHAFFER CORPORATION LIMITED",SFC,"Automobile & Components"
"SCIGEN LIMITED",SIE,"Pharmaceuticals, Biotechnology & Life Sciences"
"SCOTGOLD RESOURCES LIMITED",SGZ,"Materials"
"SCOTT CORPORATION LIMITED.",SCC,"Transportation"
"SCOTTISH POWER UK PLC",SCK,"GICS Sector Code Not Applicable"
"SCV GROUP LIMITED",SCV,"Real Estate"
"SDI LIMITED",SDI,"Health Care Equipment & Services"
"SECURITISED AUSTRALIAN MORTGAGE TRUST 2006-1",SAG,"GICS Sector Code Not Applicable"
"SECURITISED AUSTRALIAN MORTGAGE TRUST 2007-1",SAD,"GICS Sector Code Not Applicable"
"SECURITISED AUSTRALIAN MORTGAGE TRUST 2008-1",SAJ,"GICS Sector Code Not Applicable"
"SEDGMAN LIMITED",SDM,"Capital Goods"
"SEEK LIMITED",SEK,"Commercial & Professional Services"
"SEGUE RESOURCES LIMITED",SEG,"Materials"
"SEIZA AUGUSTUS SERIES 2007-1 TRUST",SEB,"GICS Sector Code Not Applicable"
"SELECT HARVESTS LIMITED",SHV,"Food Beverage & Tobacco"
"SELECT VACCINES LIMITED",SLT,"Pharmaceuticals, Biotechnology & Life Sciences"
"SENETAS CORPORATION LIMITED",SEN,"Software & Services"
"SERIES 2004-2(W) TORRENS TRUST",TRR,"GICS Sector Code Not Applicable"
"SERIES 2005-1 TORRENS TRUST",TRW,"GICS Sector Code Not Applicable"
"SERIES 2005-2 (S) TORRENS TRUST",TRZ,"GICS Sector Code Not Applicable"
"SERIES 2006-1 REDS EHP TRUST",REJ,"GICS Sector Code Not Applicable"
"SERIES 2006-1(E) TORRENS TRUST",TRX,"GICS Sector Code Not Applicable"
"SERIES 2007 - 1G WST TRUST",WSB,"GICS Sector Code Not Applicable"
"SERIES 2007-1 HARVEY TRUST",HTV,"GICS Sector Code Not Applicable"
"SERIES 2007-1 TORRENS TRUST",TRQ,"GICS Sector Code Not Applicable"
"SERIES 2007-2 REDS TRUST",REQ,"GICS Sector Code Not Applicable"
"SERIES 2008-1E EHP REDS TRUST",REI,"GICS Sector Code Not Applicable"
"SERIES 2009-1 WST TRUST",WSC,"GICS Sector Code Not Applicable"
"SERVCORP LIMITED",SRV,"Real Estate"
"SERVICE STREAM LIMITED",SSM,"Capital Goods"
"SEVEN NETWORK LIMITED",SEV,"Media"
"SHAW RIVER RESOURCES LIMITED",SRR,"Materials"
"SHELL VILLAGES AND RESORTS LIMITED",SVC,"Real Estate"
"SHENHUA INTERNATIONAL LIMITED",SHU,"Consumer Durables & Apparel"
"SHIELD MINING LIMITED",SHX,"Materials"
"SHREE MINERALS LIMITED",SHH,"Classification Pending"
"SIERRA MINING LIMITED",SRM,"Materials"
"SIETEL LIMITED",SSL,"Real Estate"
"SIGMA PHARMACEUTICALS LIMITED",SIP,"Pharmaceuticals, Biotechnology & Life Sciences"
"SIGNATURE METALS LIMITED",SBL,"Materials"
"SIHAYO GOLD LIMITED",SIH,"Materials"
"SILEX SYSTEMS LIMITED",SLX,"Semiconductors & Semiconductor Equipment"
"SILVER CHEF LIMITED",SIV,"Capital Goods"
"SILVER LAKE RESOURCES LIMITED",SLR,"Materials"
"SILVER MINES LIMITED",SVL,"Materials"
"SILVER SWAN GROUP LIMITED",SWN,"Materials"
"SIMS METAL MANAGEMENT LIMITED",SGM,"Materials"
"SINGAPORE TELECOMMUNICATIONS LIMITED.",SGT,"Telecommunication Services"
"SINO GAS & ENERGY HOLDINGS LIMITED",SEH,"Energy"
"SINO STRATEGIC INTERNATIONAL LIMITED",SSI,"Consumer Services"
"SINOVUS MINING LIMITED",SNV,"Materials"
"SIPA RESOURCES LIMITED",SRI,"Materials"
"SIRIUS CORPORATION LIMITED",SIU,"Software & Services"
"SIRIUS RESOURCES NL",SIR,"Materials"
"SIRTEX MEDICAL LIMITED",SRX,"Pharmaceuticals, Biotechnology & Life Sciences"
"SKILLED GROUP LIMITED",SKE,"Commercial & Professional Services"
"SKY CITY ENTERTAINMENT GROUP LIMITED.",SKC,"Consumer Services"
"SKY NETWORK TELEVISION LIMITED.",SKT,"Media"
"SKYCITY INVESTMENTS AUSTRALIA LIMITED",SKA,"Consumer Services"
"SKYDOME HOLDINGS LIMITED",SKY,"Capital Goods"
"SKYWEST AIRLINES LTD",SXR,"Transportation"
"SLATER & GORDON LIMITED",SGH,"Consumer Services"
"SMART SERIES 2007-1 TRUST",SMJ,"GICS Sector Code Not Applicable"
"SMART SERIES 2007-2 TRUST",SMV,"GICS Sector Code Not Applicable"
"SMART SERIES 2007-3E TRUST",SMB,"GICS Sector Code Not Applicable"
"SMART SERIES 2008-2 TRUST",SMK,"GICS Sector Code Not Applicable"
"SMART SERIES 2008-3 TRUST",SMW,"GICS Sector Code Not Applicable"
"SMARTTRANS HOLDINGS LTD",SMA,"Transportation"
"SMS MANAGEMENT & TECHNOLOGY LIMITED.",SMX,"Software & Services"
"SNOWBALL GROUP LIMITED",SNO,"Diversified Financials"
"SOFCOM LIMITED",SOF,"Software & Services"
"SOIL SUB TECHNOLOGIES LIMITED",SOI,"Food Beverage & Tobacco"
"SOLAGRAN LIMITED",SLA,"Pharmaceuticals, Biotechnology & Life Sciences"
"SOLCO LTD",SOO,"Utilities"
"SOLIMAR ENERGY LIMITED",SGY,"Energy"
"SOLVERDI WORLDWIDE LIMITED",SWW,"Energy"
"SOMNOMED LIMITED",SOM,"Health Care Equipment & Services"
"SONIC HEALTHCARE LIMITED",SHL,"Health Care Equipment & Services"
"SOULS PRIVATE EQUITY LIMITED",SOE,"Diversified Financials"
"SOUTH AMERICAN IRON & STEEL CORPORATION LIMITED",SAY,"Materials"
"SOUTH AUSTRALIAN GOVERNMENT FINANCING AUTHORITY",XSG,"GICS Sector Code Not Applicable"
"SOUTH BOULDER MINES LTD",STB,"Materials"
"SOUTHERN CROSS AIRPORTS CORPORATION HOLDINGS LTD",SAK,"GICS Sector Code Not Applicable"
"SOUTHERN CROSS ELECTRICAL ENGINEERING LTD",SXE,"Capital Goods"
"SOUTHERN CROSS EXPLORATION N.L.",SXX,"Materials"
"SOUTHERN CROSS GOLDFIELDS LIMITED",SXG,"Materials"
"SOUTHERN CROSS MEDIA GROUP",SXL,"Media"
"SOUTHERN GOLD LIMITED",SAU,"Materials"
"SOUTHERN HEMISPHERE MINING LIMITED",SUH,"Materials"
"SOUTHERN URANIUM LIMITED",SNU,"Energy"
"SOVEREIGN METALS LIMITED",SVM,"Materials"
"SP AUSNET",SPN,"Utilities"
"SPARK INFRASTRUCTURE GROUP",SKI,"Utilities"
"SPDR S&P/ASX 200 FUND",STW,"GICS Sector Code Not Applicable"
"SPDR S&P/ASX 200 LISTED PROPERTY FUND",SLF,"GICS Sector Code Not Applicable"
"SPDR S&P/ASX 50 FUND",SFY,"GICS Sector Code Not Applicable"
"SPECIALTY FASHION GROUP LIMITED",SFH,"Retailing"
"SPHERE MINERALS LIMITED",SPH,"Materials"
"SPITFIRE RESOURCES LIMITED",SPI,"Materials"
"SPOTLESS GROUP LIMITED",SPT,"Commercial & Professional Services"
"ST BARBARA LIMITED",SBM,"Materials"
"STAGING CONNECTIONS GROUP LIMITED",STG,"Commercial & Professional Services"
"STANFIELD FUNDS MANAGEMENT LIMITED",SFN,"Consumer Services"
"STANMORE COAL LIMITED",SMR,"Materials"
"STARPHARMA HOLDINGS LIMITED",SPL,"Pharmaceuticals, Biotechnology & Life Sciences"
"STEAMSHIPS TRADING COMPANY LIMITED",SST,"Capital Goods"
"STELLAR RESOURCES LIMITED",SRZ,"Materials"
"STERIHEALTH LIMITED",STP,"Commercial & Professional Services"
"STERLING BIOFUELS INTERNATIONAL LIMITED",SBI,"Energy"
"STIRLING MINERALS LIMITED",SMZ,"Materials"
"STIRLING PRODUCTS LIMITED",STI,"Pharmaceuticals, Biotechnology & Life Sciences"
"STIRLING RESOURCES LIMITED",SRE,"Materials"
"STOCKLAND",SGP,"Real Estate"
"STOKES (AUSTRALASIA) LIMITED",SKS,"Capital Goods"
"STONEHENGE METALS LIMITED",SHE,"Materials"
"STRAITS RESOURCES LIMITED",SRL,"Materials"
"STRATATEL LIMITED",STE,"Software & Services"
"STRATEGIC ENERGY RESOURCES LIMITED",SER,"Energy"
"STRATEGIC MINERALS CORPORATION NL",SMC,"Materials"
"STRATEGIC POOLED DEVELOPMENT LIMITED",SPD,"Diversified Financials"
"STRATHFIELD GROUP LIMITED",SRA,"Retailing"
"STRIKE ENERGY LIMITED",STX,"Energy"
"STRIKE RESOURCES LIMITED",SRK,"Materials"
"STRUCTURAL MONITORING SYSTEMS PLC",SMN,"Capital Goods"
"STRUCTURAL SYSTEMS LIMITED",STS,"Capital Goods"
"STRZELECKI METALS LIMITED",STZ,"Materials"
"STUART PETROLEUM LIMITED",STU,"Energy"
"STW COMMUNICATIONS GROUP LIMITED",SGN,"Media"
"STYLE LIMITED",SYP,"Capital Goods"
"SUCCESS RESOURCES GLOBAL LTD",SGU,"Consumer Services"
"SULTAN CORPORATION LIMITED",SSC,"Materials"
"SUMATRA COPPER & GOLD PLC",SUM,"Materials"
"SUMMIT RESOURCES LIMITED",SMM,"Materials"
"SUN BIOMEDICAL LIMITED",SBN,"Health Care Equipment & Services"
"SUN RESOURCES NL",SUR,"Energy"
"SUNCORP-METWAY LIMITED.",SUN,"Insurance"
"SUNDANCE ENERGY AUSTRALIA LIMITED",SEA,"Energy"
"SUNDANCE RESOURCES LIMITED",SDL,"Materials"
"SUNLAND GROUP LIMITED",SDG,"Real Estate"
"SUNSET ENERGY LIMITED",SEY,"Energy"
"SUNSHINE HEART, INC.",SHC,"Health Care Equipment & Services"
"SUNVEST CORPORATION LIMITED",SVS,"Diversified Financials"
"SUPER CHEAP AUTO GROUP LIMITED",SUL,"Retailing"
"SUPERIOR RESOURCES LIMITED",SPQ,"Materials"
"SUPERWOMAN GROUP LIMITED",SPG,"Consumer Services"
"SUPPLY NETWORK LIMITED",SNL,"Automobile & Components"
"SWICK MINING SERVICES LTD",SWK,"Capital Goods"
"SWISH GROUP LIMITED (THE)",SWG,"Media"
"SYDNEY WATER CORPORATION LIMITED",XNE,"GICS Sector Code Not Applicable"
"SYLVANIA RESOURCES LIMITED",SLV,"Materials"
"SYLVASTATE LIMITED",SYL,"Diversified Financials"
"SYMBION HEALTH LIMITED - OPTION BASKET",SY3,"Classification Pending"
"SYMEX HOLDINGS LIMITED",SYM,"Materials"
"SYNDICATED METALS LIMITED",SMD,"Materials"
"SYNERGY METALS LTD",SML,"Materials"
"SYNERGY PLUS LIMITED",SNR,"Software & Services"
"SYNGAS LIMITED",SYS,"Energy"
"SYRAH RESOURCES LIMITED",SYR,"Materials"
"TABCORP HOLDINGS LIMITED",TAH,"Consumer Services"
"TAG PACIFIC LIMITED",TAG,"Diversified Financials"
"TAKORADI LIMITED",TKG,"Materials"
"TALENT2 INTERNATIONAL LIMITED",TWO,"Commercial & Professional Services"
"TALISMAN MINING LIMITED",TLM,"Materials"
"TALISON LITHIUM LIMITED",TLH,"GICS Sector Code Not Applicable"
"TAMAWOOD LIMITED",TWD,"Consumer Durables & Apparel"
"TAMAYA RESOURCES LIMITED",TMR,"Materials"
"TANAMI GOLD NL",TAM,"Materials"
"TANDOU LIMITED",TAN,"Food Beverage & Tobacco"
"TAP OIL LIMITED",TAP,"Energy"
"TAPS TRUST",TTX,"GICS Sector Code Not Applicable"
"TARGET ENERGY LIMITED",TEX,"Energy"
"TASMAN GOLDFIELDS LIMITED",TGX,"Materials"
"TASMAN RESOURCES LTD",TAS,"Materials"
"TASMANIA MINES LIMITED",TMM,"Materials"
"TASSAL GROUP LIMITED",TGR,"Food Beverage & Tobacco"
"TATTS GROUP LIMITED",TTS,"Consumer Services"
"TAWANA RESOURCES NL",TAW,"Materials"
"TECHNICHE LIMITED.",TCN,"Technology Hardware & Equipment"
"TECHNOLOGY ONE LIMITED",TNE,"Software & Services"
"TECTONIC RESOURCES NL",TTR,"Materials"
"TEL.PACIFIC LIMITED",TPC,"Telecommunication Services"
"TELECOM CORPORATION OF NEW ZEALAND LIMITED",TEL,"Telecommunication Services"
"TELESSO TECHNOLOGIES LIMITED",TEO,"Pharmaceuticals, Biotechnology & Life Sciences"
"TELEZON LIMITED",TLZ,"Technology Hardware & Equipment"
"TELSTRA CORPORATION LIMITED.",TLS,"Telecommunication Services"
"TEMPLETON GLOBAL GROWTH FUND LIMITED",TGG,"Diversified Financials"
"TEN NETWORK HOLDINGS LIMITED",TEN,"Media"
"TERRAIN MINERALS LIMITED",TMX,"Materials"
"TERRAMIN AUSTRALIA LIMITED.",TZN,"Materials"
"TERRITORY RESOURCES LIMITED",TTY,"Materials"
"TERRITORY URANIUM COMPANY LIMITED",TUC,"Materials"
"TEST SECURITY",TES,"Classification Pending"
"TEXON PETROLEUM LTD",TXN,"Energy"
"TEYS LIMITED",TYS,"Real Estate"
"TFS CORPORATION LIMITED",TFC,"Materials"
"THAKRAL HOLDINGS GROUP",THG,"Real Estate"
"THE MAC SERVICES GROUP LIMITED",MSL,"Commercial & Professional Services"
"THE REJECT SHOP LIMITED",TRS,"Retailing"
"THE TRAFFIC GROUP LIMITED",TTG,"Food Beverage & Tobacco"
"THINKSMART LIMITED",TSM,"Diversified Financials"
"THOMAS & COFFEY LIMITED",THO,"Capital Goods"
"THOMAS BRYSON INTERNATIONAL LIMITED",TBI,"Consumer Durables & Apparel"
"THOR MINING PLC",THR,"Materials"
"THORN GROUP LIMITED",TGA,"Retailing"
"THUNDELARRA EXPLORATION LIMITED",THX,"Materials"
"TIANSHAN GOLDFIELDS LIMITED",TGF,"Materials"
"TIARO COAL LIMITED",TCM,"Materials"
"TIDEWATER INVESTMENTS LIMITED",TDI,"Diversified Financials"
"TIGER RESOURCES LIMITED",TGS,"Materials"
"TIMBERCORP LIMITED",TIM,"Materials"
"TIMBERCORP ORCHARD TRUST",TOD,"GICS Sector Code Not Applicable"
"TIMBERCORP PRIMARY INFRASTRUCTURE FUND",TPF,"Real Estate"
"TISHMAN SPEYER OFFICE FUND",TSO,"Real Estate"
"TISSUE THERAPIES LIMITED",TIS,"Pharmaceuticals, Biotechnology & Life Sciences"
"TMA GROUP OF COMPANIES LIMITED",TMA,"Materials"
"TNG LIMITED",TNG,"Materials"
"TOLL HOLDINGS - OPTIONS OVER BASKET",TO2,"GICS Sector Code Not Applicable"
"TOLL HOLDINGS LIMITED",TOL,"Transportation"
"TOOTH & COMPANY LIMITED",TTH,"Diversified Financials"
"TOP END URANIUM LIMITED",TEU,"Energy"
"TORO ENERGY LIMITED",TOE,"Energy"
"TORRENS 2009-3 TRUST",TRB,"GICS Sector Code Not Applicable"
"TORRENS ENERGY LIMITED",TEY,"Utilities"
"TOWER AUSTRALIA GROUP LIMITED",TAL,"Insurance"
"TOWER LIMITED",TWR,"Insurance"
"TOX FREE SOLUTIONS LIMITED",TOX,"Commercial & Professional Services"
"TPG TELECOM LIMITED",TPM,"Telecommunication Services"
"TPL CORPORATION LIMITED",TPL,"Media"
"TRAFALGAR CORPORATE GROUP",TGP,"Real Estate"
"TRAFFIC TECHNOLOGIES LTD.",TTI,"Transportation"
"TRAFFORD RESOURCES LIMITED",TRF,"Materials"
"TRAKA RESOURCES LIMITED",TKL,"Materials"
"TRANSERV ENERGY LIMITED",TSV,"Energy"
"TRANSFIELD SERVICES INFRASTRUCTURE FUND",TSI,"Utilities"
"TRANSFIELD SERVICES LIMITED",TSE,"Commercial & Professional Services"
"TRANSIT HOLDINGS LIMITED",TRH,"Materials"
"TRANSMETRO CORPORATION LIMITED",TCO,"Consumer Services"
"TRANSOL CORPORATION LIMITED",TNC,"Technology Hardware & Equipment"
"TRANSPACIFIC INDUSTRIES GROUP LTD",TPI,"Commercial & Professional Services"
"TRANSPACIFIC SPS TRUST",TPA,"Diversified Financials"
"TRANSURBAN GROUP",TCL,"Transportation"
"TRANZACT FINANCIAL SERVICES LIMITED",TFS,"Diversified Financials"
"TREASURY CORPORATION OF VICTORIA",XVG,"GICS Sector Code Not Applicable"
"TREASURY GROUP LIMITED",TRG,"Diversified Financials"
"TREYO LEISURE AND ENTERTAINMENT LIMITED",TYO,"Consumer Durables & Apparel"
"TRI ORIGIN MINERALS LTD",TRO,"Materials"
"TRIANGLE ENERGY (GLOBAL) LIMITED",TEG,"Energy"
"TRIBUNE RESOURCES NL",TBR,"Materials"
"TRINITY GROUP",TCQ,"Real Estate"
"TRITON GOLD LIMITED",TON,"Materials"
"TROJAN EQUITY LIMITED",TJN,"Diversified Financials"
"TROY RESOURCES NL",TRY,"Materials"
"TRUSCOTT MINING CORPORATION LIMITED",TRM,"Materials"
"TRUST COMPANY LIMITED",TRU,"Diversified Financials"
"TSV HOLDINGS LIMITED",TSH,"Technology Hardware & Equipment"
"TTA HOLDINGS LIMITED",TTA,"Technology Hardware & Equipment"
"TUSKER GOLD LIMITED",TKA,"Materials"
"TUTT BRYANT GROUP LIMITED",TBG,"Capital Goods"
"TVN CORPORATION LIMITED",TVN,"Retailing"
"TWO WAY LIMITED",TTV,"Media"
"TWT GROUP LIMITED",TWT,"Consumer Durables & Apparel"
"TYRIAN DIAGNOSTICS LIMITED",TDX,"Pharmaceuticals, Biotechnology & Life Sciences"
"TZ LIMITED",TZL,"Capital Goods"
"U308 LIMITED",UTO,"Energy"
"UBS DABS",DAB,"Classification Pending"
"UBS FIXED INCOMEPLUS",FIP,"Classification Pending"
"UGL LIMITED",UGL,"Capital Goods"
"ULTRAPAY LIMITED",ULT,"Technology Hardware & Equipment"
"UNDERCOVERWEAR LIMITED",UCW,"Consumer Durables & Apparel"
"UNILIFE CORPORATION",UNS,"Health Care Equipment & Services"
"UNILIFE MEDICAL SOLUTIONS LIMITED",UNI,"Health Care Equipment & Services"
"UNION RESOURCES LIMITED",UCL,"Materials"
"UNITED MINERALS CORPORATION NL",UMC,"Materials"
"UNITED OROGEN LIMITED",UOG,"Energy"
"UNITED OVERSEAS AUSTRALIA LIMITED",UOS,"Real Estate"
"UNITED URANIUM LIMITED",UUL,"Energy"
"UNIVERSAL BIOSENSORS INC.",UBI,"Health Care Equipment & Services"
"UNIVERSAL RESOURCES LIMITED",URL,"Materials"
"URAMET MINERALS LIMITED",URM,"Materials"
"URAN LIMITED",URA,"Materials"
"URANEX NL",UNX,"Energy"
"URANIUM EQUITIES LIMITED",UEQ,"Energy"
"URANIUM EXPLORATION AUSTRALIA LIMITED",UXA,"Energy"
"URANIUMSA LIMITED",USA,"Energy"
"US MASTERS HOLDINGS LIMITED",USH,"GICS Sector Code Not Applicable"
"USCOM LIMITED",UCM,"Health Care Equipment & Services"
"UXC LIMITED",UXC,"Software & Services"
"VALAD PROPERTY GROUP",VPG,"Real Estate"
"VAN EYK BLUEPRINT ALTERNATIVES PLUS",VBP,"GICS Sector Code Not Applicable"
"VAN EYK THREE PILLARS LIMITED",VTP,"Diversified Financials"
"VANGUARD ALL-WORLD EX-US SHARES INDX ETF",VEU,"GICS Sector Code Not Applicable"
"VANGUARD AUSTRALIAN SHARES INDEX ETF",VAS,"GICS Sector Code Not Applicable"
"VANGUARD US TOTAL MARKET SHARES INDX ETF",VTS,"GICS Sector Code Not Applicable"
"VDM GROUP LIMITED",VMG,"Capital Goods"
"VEALLS LIMITED",VEL,"Real Estate"
"VECTOR RESOURCES LIMITED",VEC,"Materials"
"VENTURE MINERALS LIMITED",VMS,"Materials"
"VENTUREX RESOURCES LIMITED",VXR,"Materials"
"VENUS RESOURCES LIMITED",VNS,"Materials"
"VERTICON GROUP LIMITED",VGP,"Capital Goods"
"VERUS INVESTMENTS LIMITED",VIL,"Diversified Financials"
"VESTURE LIMITED",VES,"Diversified Financials"
"VIAGOLD CAPITAL LIMITED",VIA,"Consumer Services"
"VICTORIA PETROLEUM NL",VPE,"Energy"
"VICTORIAN GOLD MINES NL",VGM,"Materials"
"VICTORY WEST MOLY LIMITED",VWM,"Materials"
"VICULUS LIMITED",VCL,"Real Estate"
"VIENTO GROUP LIMITED",VIE,"Real Estate"
"VIETNAM INDUSTRIAL INVESTMENTS LIMITED",VII,"Materials"
"VIEW RESOURCES LTD",VRE,"Materials"
"VILLAGE ROADSHOW LIMITED",VRL,"Media"
"VIRALYTICS LIMITED",VLA,"Pharmaceuticals, Biotechnology & Life Sciences"
"VIRAX HOLDINGS LIMITED",VHL,"Pharmaceuticals, Biotechnology & Life Sciences"
"VIRGIN BLUE HOLDINGS LIMITED",VBA,"Transportation"
"VIRIDIS CLEAN ENERGY GROUP",VIR,"Utilities"
"VISION GROUP HOLDINGS LIMITED",VGH,"Health Care Equipment & Services"
"VITA GROUP LIMITED",VTG,"Retailing"
"VITA LIFE SCIENCES LIMITED.",VSC,"Pharmaceuticals, Biotechnology & Life Sciences"
"VITAL METALS LIMITED",VML,"Materials"
"VITERRA INC",VTA,"Food Beverage & Tobacco"
"VMOTO LIMITED",VMT,"Consumer Durables & Apparel"
"VOLTAGE IP LIMITED",VIP,"Software & Services"
"VORTEX PIPES LIMITED",VTX,"Capital Goods"
"VOYAGER RESOURCES LIMITED",VOR,"Materials"
"VULCAN RESOURCES LIMITED",VCN,"Materials"
"WAG LIMITED",WAG,"Media"
"WALLACE ABSOLUTE RETURN LIMITED",WAB,"Diversified Financials"
"WAM ACTIVE LIMITED",WAA,"Diversified Financials"
"WAM CAPITAL LIMITED",WAM,"Diversified Financials"
"WARATAH GOLD LIMITED",WGO,"Materials"
"WAREHOUSE GROUP LIMITED (THE)",WHS,"Retailing"
"WARRNAMBOOL CHEESE & BUTTER FACTORY CO.HOLD.LTD",WCB,"Food Beverage & Tobacco"
"WASABI ENERGY LIMITED",WAS,"Energy"
"WASHINGTON H SOUL PATTINSON & COMPANY LIMITED",SOL,"Diversified Financials"
"WATER WHEEL HOLDINGS LIMITED",WWH,"Food Beverage & Tobacco"
"WATERCO LIMITED",WAT,"Consumer Durables & Apparel"
"WATPAC LIMITED",WTP,"Capital Goods"
"WATTYL LIMITED",WYL,"Materials"
"WAVENET INTERNATIONAL LIMITED",WAL,"Technology Hardware & Equipment"
"WBCN OPTIONS",WB9,"Classification Pending"
"WCP RESOURCES LIMITED",WCP,"Materials"
"WDS LIMITED",WDS,"Capital Goods"
"WEBFIRM GROUP LIMITED",WFM,"Software & Services"
"WEBJET LIMITED",WEB,"Consumer Services"
"WEBSPY LIMITED",WSY,"Software & Services"
"WEBSTER LIMITED",WBA,"Food Beverage & Tobacco"
"WELLCOM GROUP LIMITED",WLL,"Commercial & Professional Services"
"WENTWORTH HOLDINGS LIMITED",WWM,"Real Estate"
"WESFARMERS LIMITED",WES,"Food & Staples Retailing"
"WESFARMERS LIMITED PARTIALLY PROTECTED SHARES OPTIONS     T",WE3,"Classification Pending"
"WEST AUSTRALIAN NEWSPAPERS HOLDINGS LIMITED",WAN,"Media"
"WEST WITS MINING LIMITED",WWI,"Materials"
"WESTERN AREAS NL",WSA,"Materials"
"WESTERN DESERT RESOURCES LIMITED",WDR,"Materials"
"WESTERN PLAINS RESOURCES LTD",WPG,"Materials"
"WESTERN URANIUM LIMITED",WTN,"Energy"
"WESTFIELD GROUP",WDC,"Real Estate"
"WESTGOLD RESOURCES LIMITED",WGR,"Materials"
"WESTOZ INVESTMENT COMPANY LIMITED",WIC,"Diversified Financials"
"WESTPAC BANKING CORPORATION",WBC,"Banks"
"WESTPAC OFFICE TRUST",WOT,"Real Estate"
"WESTPAC TPS TRUST",WCT,"Diversified Financials"
"WESTRALIAN GAS AND POWER LIMITED",WGP,"Energy"
"WESTSIDE CORPORATION LIMITED",WCL,"Energy"
"WHINNEN RESOURCES LIMITED",WWW,"Energy"
"WHITE CANYON URANIUM LIMITED",WCU,"Energy"
"WHITE CLIFF NICKEL LIMITED",WCN,"Materials"
"WHITE ENERGY COMPANY LIMITED",WEC,"Materials"
"WHITEFIELD LIMITED",WHF,"Diversified Financials"
"WHITEHAVEN COAL LIMITED",WHC,"Energy"
"WHK GROUP LIMITED",WHG,"Commercial & Professional Services"
"WHL ENERGY LIMITED",WHN,"Energy"
"WIDE BAY AUSTRALIA LTD",WBB,"Banks"
"WILD ACRE METALS LIMITED",WAC,"Classification Pending"
"WILDHORSE ENERGY LIMITED",WHE,"Energy"
"WILLMOTT FORESTS LIMITED",WFL,"Materials"
"WILSON HTM INVESTMENT GROUP LTD",WIG,"Diversified Financials"
"WILSON INVESTMENT FUND LIMITED",WIL,"Diversified Financials"
"WINCHESTER RESOURCES LIMITED",WCR,"Materials"
"WINDIMURRA VANADIUM LIMITED",WVL,"Materials"
"WINDY KNOB RESOURCES LIMITED",WKR,"Materials"
"WINTECH GROUP LIMITED",WTG,"Telecommunication Services"
"WOLF MINERALS LIMITED",WLF,"Materials"
"WOODSIDE PETROLEUM LIMITED",WPL,"Energy"
"WOOLWORTHS LIMITED",WOW,"Food & Staples Retailing"
"WORLD REACH LIMITED",WRR,"Telecommunication Services"
"WORLD WIDE ENTERTAINMENT GROUP",WWG,"Media"
"WORLD.NET SERVICES LIMITED",WNS,"Software & Services"
"WORLEYPARSONS LIMITED",WOR,"Energy"
"WOT CMBS PTY LIMITED SERIES 1",WOC,"GICS Sector Code Not Applicable"
"WOTIF.COM HOLDINGS LIMITED",WTF,"Retailing"
